age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
42;technician;single;tertiary;no;8122;yes;no;telephone;4;nov;388;3;99;3;failure;yes
42;blue-collar;single;tertiary;no;-249;yes;no;unknown;11;may;822;1;-1;0;unknown;yes
50;management;single;secondary;no;539;no;no;cellular;10;dec;303;1;-1;0;unknown;yes
38;self-employed;divorced;secondary;no;2242;yes;yes;unknown;17;may;136;1;-1;0;unknown;no
27;blue-collar;married;tertiary;no;-3000;no;no;cellular;9;dec;413;6;284;0;unknown;no
19;management;married;secondary;no;2875;yes;no;cellular;10;jul;244;3;-1;0;other;no
31;services;single;secondary;no;2374;no;no;unknown;8;aug;546;4;116;1;unknown;yes
45;technician;single;secondary;no;302;yes;no;telephone;14;may;324;1;-1;0;unknown;no
56;retired;single;tertiary;no;2171;yes;no;telephone;13;nov;382;3;-1;0;unknown;yes
41;self-employed;married;tertiary;no;2634;no;no;cellular;3;jun;286;1;-1;0;success;yes
27;blue-collar;married;unknown;no;5655;no;no;cellular;14;jul;25;2;241;0;unknown;no
31;technician;married;tertiary;no;8850;no;no;cellular;14;apr;172;1;-1;0;success;no
31;blue-collar;divorced;tertiary;no;-1834;no;no;cellular;3;jul;15;2;268;3;unknown;no
36;student;married;secondary;no;-2542;no;no;cellular;16;nov;154;1;-1;0;failure;yes
53;blue-collar;married;tertiary;no;1658;yes;no;cellular;10;may;327;2;-1;0;unknown;no
54;technician;married;primary;no;-3000;yes;no;cellular;4;aug;142;2;-1;0;unknown;no
39;services;married;tertiary;no;3298;yes;no;cellular;20;jan;0;1;-1;0;unknown;no
43;services;divorced;secondary;no;1689;yes;no;unknown;18;dec;119;4;-1;0;unknown;yes
32;blue-collar;single;secondary;no;2451;no;no;telephone;4;dec;18;3;110;0;unknown;no
22;management;single;tertiary;no;439;yes;no;unknown;2;may;394;1;-1;0;unknown;yes
60;retired;married;tertiary;no;2115;no;no;cellular;11;apr;398;3;-1;0;unknown;yes
18;services;single;primary;no;2766;yes;no;cellular;15;jul;426;1;-1;0;unknown;yes
20;admin.;married;secondary;no;1950;no;no;cellular;11;jan;8;1;-1;0;unknown;yes
60;unemployed;single;secondary;no;-2685;yes;no;cellular;23;jun;8;2;30;1;unknown;no
41;technician;married;secondary;no;1866;yes;no;cellular;21;may;607;2;-1;0;unknown;yes
28;blue-collar;married;tertiary;no;6911;no;no;cellular;23;jun;34;2;-1;0;unknown;no
48;technician;single;secondary;no;2072;yes;no;unknown;6;jan;288;3;-1;0;unknown;no
49;management;divorced;tertiary;no;1761;yes;no;cellular;18;feb;412;1;264;0;unknown;no
26;management;married;secondary;no;6030;yes;no;unknown;28;jan;154;1;-1;0;unknown;yes
35;blue-collar;single;tertiary;no;-886;yes;no;unknown;18;jul;205;5;-1;0;unknown;no
50;management;married;tertiary;no;4019;yes;no;cellular;1;jul;67;1;-1;0;unknown;no
32;services;married;secondary;no;-240;no;no;cellular;13;may;668;4;-1;0;unknown;no
44;management;married;secondary;no;4609;yes;no;telephone;1;jul;93;3;-1;0;unknown;no
56;retired;married;tertiary;no;3744;yes;no;cellular;13;nov;63;4;299;2;unknown;yes
18;services;married;tertiary;no;113;yes;no;cellular;21;may;193;3;45;1;unknown;no
37;services;married;secondary;no;552;no;no;unknown;5;sep;54;3;-1;0;unknown;no
43;admin.;married;secondary;no;4283;no;no;unknown;23;jul;301;3;-1;0;unknown;yes
21;technician;divorced;primary;no;-3000;yes;no;unknown;17;feb;188;2;-1;0;unknown;no
35;management;married;secondary;no;24;yes;no;cellular;16;may;41;1;115;5;unknown;yes
52;blue-collar;single;secondary;no;3211;yes;no;cellular;21;jun;18;5;-1;0;unknown;no
33;blue-collar;married;primary;no;425;no;no;cellular;18;aug;38;2;-1;0;unknown;no
24;management;single;tertiary;no;1754;no;no;cellular;10;may;38;3;-1;0;success;yes
53;technician;married;tertiary;no;-3000;no;no;cellular;17;dec;97;4;-1;0;unknown;no
45;housemaid;married;tertiary;no;-1213;yes;no;cellular;7;jul;465;2;213;2;unknown;yes
40;services;married;tertiary;no;3388;yes;no;unknown;15;may;15;4;-1;0;unknown;no
39;admin.;married;tertiary;no;-903;yes;no;unknown;19;apr;35;5;-1;0;unknown;no
52;management;married;secondary;no;-2557;yes;no;telephone;27;may;93;1;396;3;unknown;yes
44;unknown;single;secondary;no;4534;yes;no;unknown;9;jun;209;3;56;2;unknown;yes
48;student;divorced;unknown;no;2897;yes;no;cellular;21;jun;374;4;80;2;unknown;yes
33;blue-collar;single;secondary;no;-1915;no;no;cellular;21;aug;660;2;-1;0;unknown;yes
19;management;single;primary;no;1765;yes;no;unknown;5;aug;138;1;381;0;unknown;no
47;blue-collar;married;tertiary;no;-1817;no;no;unknown;25;may;29;1;-1;0;unknown;no
53;management;married;tertiary;no;892;yes;no;cellular;10;jul;62;3;-1;0;unknown;no
38;student;married;tertiary;no;1877;no;no;cellular;13;jan;88;4;398;2;unknown;yes
50;student;married;secondary;no;-1075;no;no;unknown;1;may;400;1;326;2;unknown;yes
37;blue-collar;married;tertiary;yes;3576;no;yes;cellular;21;aug;301;5;-1;0;unknown;no
40;technician;married;unknown;no;4042;no;no;cellular;26;may;60;3;-1;0;unknown;yes
60;management;married;primary;no;2140;no;no;cellular;6;sep;474;2;-1;0;failure;yes
37;housemaid;married;tertiary;no;2591;no;yes;unknown;25;dec;509;2;-1;0;unknown;no
37;management;single;secondary;no;-3000;yes;yes;cellular;3;jul;556;3;-1;0;unknown;yes
20;retired;single;secondary;no;5436;no;no;unknown;17;apr;83;3;-1;0;unknown;no
48;management;married;secondary;no;1076;no;no;cellular;12;may;37;2;257;2;unknown;no
33;management;divorced;secondary;no;-1455;no;yes;cellular;27;jan;28;4;-1;0;unknown;no
42;management;divorced;secondary;no;1787;yes;no;unknown;11;jul;132;2;-1;0;unknown;no
37;blue-collar;married;secondary;no;3586;yes;no;cellular;8;sep;145;2;-1;0;failure;no
36;technician;married;primary;no;2887;no;no;cellular;25;jul;526;1;-1;0;unknown;no
39;management;married;secondary;no;-1904;no;no;cellular;12;aug;81;2;-1;0;failure;no
40;blue-collar;divorced;tertiary;no;3622;yes;no;unknown;11;aug;256;2;226;2;unknown;yes
53;services;single;secondary;no;1168;yes;no;cellular;22;oct;403;3;-1;0;unknown;no
57;technician;married;secondary;no;2853;yes;no;cellular;5;may;81;3;-1;0;unknown;no
48;technician;married;tertiary;no;-1054;yes;yes;telephone;28;nov;80;4;-1;0;unknown;no
54;housemaid;married;secondary;no;4487;yes;no;cellular;8;jul;287;1;-1;0;unknown;no
50;blue-collar;married;secondary;no;1898;yes;no;cellular;12;may;336;3;-1;0;unknown;no
46;management;married;secondary;no;4916;no;no;telephone;22;dec;835;2;-1;0;unknown;yes
57;blue-collar;single;tertiary;no;-3000;yes;no;cellular;6;dec;493;1;-1;0;unknown;no
26;technician;single;tertiary;no;-2854;yes;no;cellular;9;jul;448;2;-1;0;failure;no
33;blue-collar;single;tertiary;no;629;no;no;cellular;25;oct;306;1;-1;0;failure;no
31;blue-collar;single;tertiary;no;5752;no;no;unknown;17;may;32;4;-1;0;unknown;no
37;management;single;secondary;no;7238;no;no;cellular;28;may;430;3;-1;0;unknown;no
48;housemaid;married;primary;no;-1315;yes;no;cellular;2;may;711;4;-1;0;unknown;no
28;technician;single;secondary;no;1509;no;no;unknown;1;jun;128;1;-1;0;unknown;no
46;management;married;primary;no;1815;yes;yes;cellular;18;jun;97;4;-1;0;failure;no
34;blue-collar;single;tertiary;no;3504;no;no;cellular;3;may;192;4;341;1;unknown;yes
37;blue-collar;married;tertiary;no;4004;no;no;cellular;14;jul;814;1;-1;0;failure;yes
43;management;single;primary;no;-1993;yes;no;unknown;13;apr;13;1;117;1;other;no
59;blue-collar;married;tertiary;no;1543;yes;no;cellular;2;feb;320;3;-1;0;unknown;no
33;retired;married;secondary;no;-3000;yes;no;unknown;22;may;438;3;242;0;unknown;yes
40;management;married;secondary;no;3782;no;no;telephone;4;may;404;4;-1;0;unknown;no
29;services;married;tertiary;no;334;yes;no;cellular;15;may;217;3;337;1;unknown;yes
33;technician;single;secondary;no;-2266;no;yes;cellular;5;may;658;4;-1;0;unknown;no
29;technician;single;secondary;no;2347;yes;no;unknown;10;may;37;4;-1;0;unknown;no
43;technician;married;primary;no;240;yes;no;cellular;9;may;73;4;-1;0;unknown;no
45;blue-collar;married;secondary;no;5134;no;no;cellular;18;may;95;4;-1;0;unknown;no
48;blue-collar;married;tertiary;no;-1327;no;yes;cellular;3;nov;2;2;-1;0;unknown;no
32;blue-collar;married;tertiary;no;8018;no;no;cellular;14;may;120;2;-1;0;unknown;yes
46;technician;married;secondary;yes;3913;yes;no;cellular;10;jul;45;3;-1;0;unknown;yes
42;unemployed;divorced;secondary;no;5213;yes;no;cellular;17;apr;335;2;-1;0;unknown;no
40;technician;married;tertiary;no;-1736;yes;no;cellular;15;may;139;3;-1;0;unknown;no
27;blue-collar;married;tertiary;no;6715;yes;yes;cellular;18;may;316;2;-1;0;unknown;no
42;technician;married;secondary;no;-2287;yes;yes;unknown;17;dec;90;4;-1;0;unknown;no
43;management;married;secondary;no;720;no;yes;unknown;25;may;36;3;-1;0;unknown;no
42;admin.;married;tertiary;no;5263;yes;no;cellular;3;jul;36;2;-1;0;unknown;no
45;management;single;secondary;no;2870;yes;no;cellular;16;jul;59;4;-1;0;failure;no
48;admin.;married;primary;no;-2367;yes;no;cellular;19;apr;31;4;-1;0;unknown;no
28;management;married;secondary;no;4756;no;no;cellular;13;dec;64;1;-1;0;unknown;yes
38;entrepreneur;married;secondary;no;2369;no;no;cellular;23;may;224;1;-1;0;success;yes
46;management;married;secondary;no;101;yes;no;cellular;17;feb;77;1;-1;0;unknown;no
38;retired;married;secondary;no;-3000;yes;no;unknown;25;may;109;3;110;1;unknown;yes
51;technician;divorced;tertiary;no;2654;yes;no;cellular;23;may;14;5;-1;0;other;no
41;self-employed;single;secondary;no;859;no;no;cellular;16;apr;579;5;-1;0;failure;no
19;management;married;secondary;yes;1818;no;no;cellular;9;jul;38;4;-1;0;unknown;yes
50;technician;married;secondary;no;-3000;no;no;cellular;24;may;111;1;-1;0;unknown;no
39;technician;married;tertiary;no;94;yes;no;unknown;21;jul;124;1;-1;0;other;no
21;blue-collar;married;secondary;no;2790;yes;no;cellular;12;jan;384;3;-1;0;unknown;yes
38;management;single;secondary;no;6979;no;no;unknown;3;dec;171;2;120;0;unknown;yes
27;blue-collar;single;secondary;no;734;no;no;cellular;27;may;125;1;-1;0;unknown;no
49;admin.;married;tertiary;no;5679;no;no;cellular;9;jul;309;3;-1;0;unknown;yes
40;self-employed;married;secondary;no;3712;no;no;unknown;16;aug;236;4;-1;0;failure;no
30;technician;married;secondary;no;2051;yes;no;cellular;5;may;21;2;-1;0;unknown;no
49;blue-collar;single;secondary;no;-1687;no;no;cellular;25;apr;97;1;-1;0;unknown;no
46;technician;single;tertiary;no;-1561;no;no;unknown;19;may;999;1;-1;0;unknown;yes
38;technician;married;secondary;no;3202;no;no;cellular;22;may;171;2;-1;0;unknown;no
27;technician;married;tertiary;no;-229;yes;yes;telephone;13;may;143;2;-1;0;success;no
31;blue-collar;single;tertiary;no;-496;yes;no;cellular;2;jul;42;3;-1;0;failure;no
31;technician;married;tertiary;no;808;yes;no;cellular;19;may;474;1;-1;0;other;no
49;blue-collar;married;secondary;no;858;yes;yes;cellular;18;jun;37;4;-1;0;success;no
22;management;married;unknown;no;4052;yes;no;unknown;12;feb;28;4;-1;0;unknown;yes
40;admin.;single;primary;no;-166;no;no;cellular;18;oct;150;3;318;2;unknown;no
38;admin.;married;secondary;no;3753;yes;yes;cellular;5;may;149;2;-1;0;unknown;yes
52;services;married;tertiary;no;2669;yes;yes;cellular;26;may;1036;1;-1;0;failure;yes
43;management;divorced;secondary;no;-3000;yes;no;cellular;20;mar;35;1;-1;0;failure;no
46;blue-collar;married;secondary;no;2233;yes;no;cellular;27;apr;171;1;-1;0;unknown;yes
35;blue-collar;married;secondary;no;-3000;no;yes;cellular;20;jul;58;1;-1;0;unknown;no
27;self-employed;married;secondary;no;-1335;yes;no;unknown;8;jul;314;2;-1;0;unknown;yes
37;admin.;married;secondary;no;2739;yes;no;cellular;22;jul;129;2;146;0;unknown;yes
49;technician;single;tertiary;no;1318;no;no;cellular;16;jun;271;3;111;2;unknown;no
49;admin.;married;tertiary;no;-3000;no;yes;cellular;26;dec;107;4;-1;0;failure;yes
36;blue-collar;married;tertiary;no;-2007;yes;no;cellular;2;jun;216;6;-1;0;unknown;no
31;housemaid;married;secondary;no;-3000;no;no;unknown;13;may;164;2;-1;0;unknown;no
29;management;single;tertiary;no;-2677;no;no;cellular;1;may;121;1;302;2;unknown;yes
39;entrepreneur;single;secondary;no;3087;no;no;cellular;5;apr;200;2;-1;0;unknown;no
42;blue-collar;married;primary;yes;-322;yes;no;cellular;23;jun;125;3;-1;0;unknown;yes
57;unemployed;married;primary;no;1859;no;yes;telephone;21;may;426;1;-1;0;unknown;no
42;retired;single;secondary;no;1390;yes;no;unknown;12;jun;177;3;-1;0;unknown;no
47;admin.;married;primary;no;1447;yes;no;cellular;4;may;606;2;-1;0;unknown;no
32;management;single;primary;no;4419;yes;yes;cellular;5;sep;65;1;-1;0;failure;no
41;technician;single;secondary;no;741;yes;yes;cellular;11;dec;30;8;-1;0;failure;no
42;blue-collar;single;secondary;no;4082;no;no;cellular;10;may;124;1;-1;0;unknown;no
39;admin.;married;secondary;no;-3000;no;no;cellular;8;oct;52;2;-1;0;unknown;no
40;services;married;tertiary;no;4684;yes;no;unknown;21;nov;129;2;-1;0;unknown;no
42;retired;single;tertiary;no;-2520;yes;no;cellular;9;dec;60;1;-1;0;success;yes
46;management;married;secondary;no;-1868;yes;no;unknown;26;may;526;3;360;3;failure;no
53;admin.;married;secondary;no;-763;no;no;cellular;7;aug;218;2;120;2;unknown;yes
18;blue-collar;single;unknown;no;4601;no;no;unknown;27;may;178;3;-1;0;unknown;yes
53;retired;divorced;primary;no;-1317;no;no;cellular;14;jul;402;1;-1;0;unknown;yes
22;blue-collar;married;tertiary;no;-617;no;no;cellular;11;jul;36;1;-1;0;unknown;no
44;management;married;secondary;no;-1535;no;no;unknown;18;aug;505;3;-1;0;unknown;yes
66;management;married;tertiary;no;2116;no;yes;cellular;25;may;171;3;-1;0;unknown;yes
40;blue-collar;single;secondary;no;3580;yes;no;cellular;18;oct;38;1;-1;0;failure;no
42;technician;divorced;secondary;no;6462;no;no;unknown;22;may;444;3;-1;0;success;yes
37;technician;married;tertiary;no;8549;no;no;cellular;8;may;160;1;-1;0;unknown;yes
48;services;married;secondary;no;3300;no;no;cellular;2;jun;241;5;-1;0;success;no
44;admin.;single;secondary;no;2446;no;no;unknown;22;oct;582;2;68;1;unknown;yes
33;admin.;married;secondary;no;-2302;no;no;unknown;21;dec;575;2;-1;0;unknown;yes
39;management;married;tertiary;no;7077;no;no;unknown;7;aug;580;1;-1;0;failure;yes
28;blue-collar;divorced;primary;no;1996;no;no;cellular;26;jan;140;1;-1;0;unknown;no
39;unemployed;married;primary;no;482;yes;no;telephone;5;apr;360;2;-1;0;unknown;no
36;blue-collar;single;secondary;no;2512;yes;no;telephone;14;mar;69;5;-1;0;unknown;no
42;management;married;primary;no;-559;no;yes;telephone;14;apr;462;1;-1;0;unknown;yes
33;housemaid;married;tertiary;no;-3000;yes;no;unknown;3;may;108;3;-1;0;other;no
38;retired;single;secondary;no;3065;no;no;cellular;6;may;162;4;-1;0;unknown;no
41;blue-collar;married;secondary;no;5377;no;yes;cellular;23;apr;577;1;-1;0;failure;no
41;management;divorced;secondary;no;3020;no;no;cellular;17;nov;426;1;-1;0;unknown;no
44;blue-collar;married;secondary;no;1328;no;no;unknown;24;jul;792;6;57;2;unknown;yes
39;technician;married;primary;no;1389;yes;no;cellular;8;aug;117;5;-1;0;unknown;no
32;admin.;married;primary;no;1866;no;no;unknown;20;may;42;1;325;0;unknown;no
41;technician;married;primary;no;1774;yes;no;unknown;24;may;627;1;-1;0;unknown;yes
39;technician;married;unknown;no;1167;yes;no;unknown;3;may;176;1;-1;0;unknown;no
52;blue-collar;married;primary;no;1426;yes;yes;unknown;15;may;572;10;-1;0;unknown;no
53;student;married;tertiary;no;6015;no;no;unknown;5;jul;342;6;3;0;failure;no
25;admin.;married;primary;no;2766;no;no;unknown;19;jun;540;1;-1;0;unknown;no
47;unemployed;single;primary;no;1665;no;yes;telephone;2;sep;276;1;348;0;other;yes
49;management;single;secondary;no;3327;yes;no;cellular;21;nov;435;1;-1;0;success;yes
26;blue-collar;single;secondary;no;3327;yes;yes;cellular;8;jun;33;1;-1;0;unknown;no
47;housemaid;married;unknown;yes;4187;yes;yes;cellular;9;may;897;1;-1;0;unknown;yes
50;admin.;married;tertiary;no;-920;yes;yes;cellular;5;dec;51;2;-1;0;unknown;no
30;unemployed;single;tertiary;no;-91;no;no;cellular;3;aug;6;2;-1;0;unknown;no
38;admin.;married;secondary;no;-1090;yes;no;unknown;12;jul;196;4;-1;0;unknown;no
43;self-employed;married;secondary;no;3650;no;no;telephone;3;aug;323;3;-1;0;success;yes
47;management;single;secondary;no;3503;no;no;cellular;24;mar;327;2;-1;0;success;yes
30;technician;single;tertiary;no;-2469;no;no;unknown;19;feb;107;3;-1;0;success;yes
53;blue-collar;married;secondary;no;2522;yes;no;cellular;16;may;364;2;370;2;unknown;yes
18;management;married;secondary;no;5466;no;no;cellular;25;apr;480;2;-1;0;unknown;no
55;management;single;secondary;no;644;yes;yes;unknown;26;may;244;3;-1;0;unknown;no
47;services;married;primary;no;2291;yes;no;cellular;16;may;126;3;-1;0;unknown;no
34;admin.;single;tertiary;no;3541;yes;yes;telephone;1;oct;247;1;-1;0;unknown;no
50;blue-collar;single;secondary;no;-2611;no;no;cellular;17;jul;515;3;-1;0;failure;no
29;blue-collar;single;secondary;no;1805;yes;no;cellular;21;may;599;1;-1;0;other;no
42;services;married;primary;no;5166;yes;no;unknown;20;feb;8;5;-1;0;unknown;no
43;blue-collar;married;tertiary;no;-429;yes;no;cellular;3;jul;33;5;144;1;unknown;no
43;management;single;primary;no;3847;yes;no;unknown;17;apr;1;1;341;1;unknown;yes
31;blue-collar;single;tertiary;no;1431;yes;no;cellular;23;aug;176;3;-1;0;failure;yes
35;technician;single;primary;no;-673;no;no;cellular;17;aug;149;1;338;2;failure;no
42;technician;married;tertiary;no;1060;no;no;unknown;16;jun;205;4;-1;0;failure;no
33;management;married;tertiary;no;-228;no;no;unknown;6;apr;299;7;378;2;unknown;yes
43;entrepreneur;divorced;secondary;no;-1314;no;no;cellular;26;aug;118;1;-1;0;unknown;no
34;blue-collar;single;secondary;no;586;no;no;cellular;18;may;60;2;61;2;unknown;no
52;admin.;divorced;secondary;no;1555;yes;no;unknown;14;may;130;3;-1;0;unknown;no
58;blue-collar;single;secondary;no;851;no;no;cellular;20;jun;2;1;-1;0;unknown;no
37;self-employed;married;tertiary;no;553;no;no;cellular;8;dec;459;2;-1;0;other;no
51;management;single;secondary;no;2027;yes;no;unknown;19;may;125;4;-1;0;unknown;no
38;technician;divorced;secondary;no;2944;no;yes;cellular;9;nov;253;5;-1;0;success;yes
30;management;married;secondary;no;-2082;no;no;cellular;21;feb;102;2;-1;0;unknown;no
36;services;single;secondary;no;592;no;no;cellular;22;mar;248;1;-1;0;success;yes
41;management;married;tertiary;yes;-3000;no;no;unknown;18;jul;202;9;-1;0;failure;no
21;management;married;secondary;no;863;yes;no;cellular;1;may;60;2;-1;0;unknown;yes
47;blue-collar;single;unknown;no;1801;no;yes;unknown;21;may;255;3;-1;0;unknown;no
41;management;married;tertiary;no;3059;yes;no;cellular;17;apr;30;3;-1;0;unknown;yes
52;management;married;primary;no;1812;no;no;cellular;4;may;170;2;-1;0;unknown;yes
47;services;married;secondary;no;2994;no;no;cellular;16;may;330;5;9;0;success;yes
42;technician;married;tertiary;no;1545;no;no;cellular;24;aug;207;1;3;5;failure;yes
37;blue-collar;married;secondary;yes;-676;yes;no;cellular;12;jul;356;2;-1;0;unknown;yes
57;admin.;married;primary;no;-1997;yes;no;cellular;13;dec;82;2;-1;0;other;yes
64;management;divorced;secondary;no;560;yes;no;telephone;2;aug;13;3;-1;0;unknown;no
37;management;married;secondary;no;-948;yes;no;unknown;22;jul;14;3;162;1;unknown;no
52;blue-collar;married;tertiary;no;990;no;yes;cellular;12;jul;81;2;-1;0;unknown;no
33;services;married;primary;no;-125;no;no;unknown;10;nov;136;2;-1;0;failure;no
34;unemployed;single;primary;no;2607;no;yes;telephone;15;may;200;3;-1;0;unknown;yes
36;technician;married;tertiary;no;1496;no;yes;cellular;5;may;368;1;325;5;unknown;no
48;blue-collar;single;tertiary;no;2692;yes;no;cellular;1;aug;475;4;164;2;unknown;no
29;technician;single;secondary;no;2677;yes;no;cellular;8;may;307;3;-1;0;failure;no
58;services;single;tertiary;no;810;yes;no;cellular;21;dec;161;3;121;3;unknown;no
51;management;married;secondary;no;994;no;yes;cellular;25;jun;79;1;-1;0;unknown;no
48;management;single;tertiary;no;2854;no;no;cellular;18;may;145;3;-1;0;unknown;no
37;technician;married;secondary;no;8687;no;no;cellular;6;aug;83;3;-1;0;unknown;yes
50;management;divorced;secondary;no;-1617;yes;no;unknown;23;may;254;1;-1;0;unknown;no
18;housemaid;single;tertiary;yes;1475;yes;no;unknown;1;dec;443;1;-1;0;failure;yes
45;management;married;secondary;no;-2237;no;no;cellular;14;dec;189;1;-1;0;failure;yes
42;management;married;unknown;no;1287;yes;yes;unknown;10;jul;12;2;-1;0;success;no
20;blue-collar;married;secondary;yes;-672;no;yes;cellular;4;apr;730;2;-1;0;other;yes
45;technician;single;tertiary;no;990;yes;no;unknown;18;may;90;2;-1;0;unknown;no
47;self-employed;married;tertiary;no;1815;yes;yes;cellular;23;jun;639;3;-1;0;unknown;yes
20;retired;married;secondary;no;-118;no;no;cellular;19;oct;436;3;-1;0;unknown;yes
27;admin.;married;tertiary;no;-3000;yes;no;cellular;25;may;138;1;-1;0;unknown;yes
63;retired;single;secondary;no;5626;no;no;cellular;8;apr;15;4;-1;0;unknown;no
38;blue-collar;single;tertiary;no;3867;no;yes;cellular;12;mar;767;1;-1;0;unknown;yes
51;admin.;single;secondary;no;958;yes;no;cellular;10;jun;279;3;-1;0;unknown;no
53;management;single;tertiary;no;-1334;no;yes;cellular;13;nov;74;3;-1;0;unknown;no
45;management;married;secondary;no;1605;no;no;cellular;7;feb;198;1;-1;0;unknown;yes
52;management;married;secondary;no;2432;yes;no;unknown;24;may;262;1;-1;0;unknown;yes
18;admin.;single;secondary;no;3660;no;yes;cellular;17;jul;66;4;-1;0;unknown;no
38;management;married;secondary;no;3936;no;no;unknown;26;sep;25;3;-1;0;unknown;no
18;blue-collar;married;tertiary;no;4502;yes;no;telephone;12;aug;80;3;-1;0;unknown;yes
21;unemployed;married;secondary;yes;-3000;no;no;cellular;6;aug;12;1;-1;0;unknown;no
34;management;married;tertiary;no;436;yes;no;cellular;23;apr;18;2;-1;0;failure;no
33;services;married;secondary;no;4329;no;no;unknown;7;may;44;2;-1;0;unknown;no
41;blue-collar;single;secondary;no;-1420;no;yes;cellular;13;dec;44;1;-1;0;unknown;no
40;admin.;married;primary;no;5007;yes;yes;telephone;14;dec;74;4;245;1;success;yes
42;unemployed;married;tertiary;no;6781;yes;no;cellular;25;jul;720;3;-1;0;unknown;yes
42;blue-collar;married;unknown;no;4923;yes;no;cellular;23;jul;222;2;398;2;unknown;yes
44;management;single;secondary;no;3334;yes;no;cellular;28;dec;142;4;-1;0;unknown;no
30;retired;married;primary;no;7;no;no;cellular;23;may;215;2;335;4;unknown;yes
33;admin.;divorced;secondary;no;2194;no;no;unknown;13;apr;1;3;281;4;unknown;no
40;technician;divorced;secondary;no;-2688;yes;no;unknown;6;jul;585;3;-1;0;unknown;no
40;management;married;secondary;no;-993;no;no;unknown;19;dec;197;3;-1;0;success;yes
29;blue-collar;divorced;tertiary;no;-782;no;no;cellular;13;jul;156;6;-1;0;unknown;no
52;admin.;divorced;secondary;no;1535;no;no;cellular;22;aug;738;2;-1;0;unknown;yes
48;blue-collar;single;tertiary;no;173;no;no;cellular;9;may;340;6;-1;0;other;yes
31;technician;single;tertiary;no;2134;no;no;unknown;11;apr;107;1;-1;0;unknown;no
38;services;married;secondary;no;3983;yes;no;cellular;10;may;715;4;-1;0;unknown;yes
63;blue-collar;married;secondary;no;-779;yes;no;cellular;3;dec;496;4;-1;0;unknown;no
42;admin.;married;primary;no;1795;no;no;unknown;19;jun;803;2;-1;0;success;yes
45;services;married;secondary;no;102;yes;no;cellular;27;jan;26;4;-1;0;unknown;no
34;management;divorced;tertiary;no;1920;no;no;cellular;7;dec;807;3;-1;0;failure;yes
37;management;married;secondary;no;3408;no;no;cellular;23;jun;203;1;-1;0;other;yes
57;housemaid;single;tertiary;no;4113;no;no;cellular;5;sep;290;2;-1;0;unknown;yes
42;blue-collar;single;secondary;no;3360;yes;no;unknown;24;jun;62;2;-1;0;unknown;no
40;self-employed;single;secondary;no;2591;yes;no;cellular;24;apr;39;3;-1;0;unknown;no
41;unemployed;divorced;secondary;no;-2910;yes;no;cellular;27;jul;21;7;-1;0;unknown;no
68;blue-collar;married;secondary;no;-1893;yes;no;cellular;27;dec;142;5;-1;0;unknown;no
41;management;married;secondary;no;-1122;yes;no;cellular;15;feb;65;4;30;0;unknown;no
31;management;married;primary;no;2425;no;yes;cellular;2;oct;22;2;95;2;other;no
33;management;married;secondary;no;-2523;yes;no;cellular;11;may;806;1;32;2;unknown;yes
49;blue-collar;married;primary;no;2362;yes;no;cellular;6;may;343;6;-1;0;unknown;no
25;technician;married;primary;no;2143;yes;no;cellular;5;may;189;1;-1;0;unknown;no
45;management;single;secondary;no;-3000;yes;no;unknown;20;nov;353;3;-1;0;unknown;no
33;management;married;secondary;no;-1912;yes;no;cellular;7;jun;245;2;5;0;unknown;no
20;blue-collar;married;tertiary;no;4481;yes;no;unknown;4;may;50;2;-1;0;failure;no
30;blue-collar;single;secondary;no;3442;no;no;cellular;5;aug;260;5;187;1;unknown;yes
41;admin.;married;tertiary;no;-1201;yes;no;cellular;24;feb;297;2;-1;0;unknown;no
56;services;married;secondary;no;-1754;no;no;unknown;5;mar;70;1;230;1;unknown;yes
51;blue-collar;single;tertiary;no;-3000;no;no;cellular;27;jan;100;2;-1;0;unknown;yes
37;services;single;secondary;no;5763;yes;yes;cellular;27;jul;125;3;-1;0;unknown;no
51;management;single;tertiary;no;1473;no;no;cellular;25;jun;239;3;-1;0;unknown;no
37;management;married;secondary;no;7001;yes;no;cellular;10;nov;35;5;-1;0;unknown;no
24;management;single;tertiary;no;774;yes;no;cellular;18;jun;353;7;-1;0;unknown;no
41;housemaid;single;secondary;no;2197;yes;no;cellular;2;may;110;5;106;1;unknown;no
24;admin.;married;primary;no;4023;yes;yes;telephone;15;aug;305;1;236;0;unknown;no
49;blue-collar;single;tertiary;no;6266;yes;no;cellular;9;may;702;3;-1;0;unknown;yes
49;self-employed;single;primary;no;2853;yes;yes;unknown;2;dec;530;2;-1;0;failure;no
31;self-employed;married;secondary;no;1357;no;no;cellular;3;may;347;1;-1;0;other;no
42;blue-collar;married;secondary;no;1433;no;no;cellular;22;may;55;2;259;0;unknown;no
42;management;divorced;secondary;no;-1787;yes;no;telephone;20;jun;342;4;-1;0;unknown;no
50;blue-collar;single;unknown;no;204;yes;no;cellular;24;feb;262;3;-1;0;unknown;yes
27;blue-collar;married;secondary;no;1503;yes;yes;telephone;24;feb;385;1;-1;0;other;no
47;admin.;single;tertiary;no;5495;yes;no;cellular;2;jun;528;3;-1;0;unknown;yes
26;technician;married;secondary;no;59;no;no;cellular;2;may;97;2;-1;0;unknown;no
